clave_entidad,estado,clave_municipio,municipio,poblacion_total,analf,sbasc,ovsde,ovsee,ovsae,ovpt,vhac,pl.5000,po2sm,indice_marginacion_2020,grado_marginacion_2020,indice_marginacion_normalizado_2020,lugar_nacional,ancho_banda_bajada,ancho_banda_subida,conteo_registros
06,Colima,6009,TECOMÁN,116305,7.3630702457895,41.5997452651858,0.246629398224268,0.414510462278683,1.24785821838384,6.33891792723874,22.9076633453369,11.4062164137397,69.5636920918038,57.1954216340676,Muy bajo,0.895600702462298,1965,1035.3777777777777,261.68888888888887,45
06,Colima,6010,VILLA DE ÁLVAREZ,149762,1.31863174605929,16.6553447546031,0.0690603104361527,0.160245665321229,0.158904697410591,0.97896564903411,10.2281332015991,1.5130674002751,55.3002163353606,60.5120922228991,Muy bajo,0.947535147988342,2447,16940.420091324202,9134.75799086758,219
07,Chiapas,7001,ACACOYAGUA,17994,10.7621052631579,51.7593282443857,3.28178885304261,1.7076426743798,6.60807653799088,4.07164311936812,37.9677925109863,55.0294542625319,89.1111839947524,53.2907904738896,Medio,0.834459612668694,952,1536.0,256.0,8
07,Chiapas,7002,ACALA,21187,15.8838657282079,50.6666666666667,2.06527402775804,1.05632134905973,3.4152811330586,6.31898062621382,45.663028717041,29.1971491952612,85.0240139717654,53.3009496928406,Medio,0.834618691898622,957,21708.8,3276.8,5
07,Chiapas,7003,ACAPETAHUA,26899,13.7332698513463,50.5820721769499,2.881488956161,0.811002728258026,16.6647979967859,8.16235003924207,29.8588199615479,76.7760883304212,88.6085304054054,52.1499492969481,Alto,0.816595627575556,686,1173.3333333333333,256.0,6
07,Chiapas,7004,ALTAMIRANO,36160,22.9936840245572,62.952004949348,1.93581397993121,3.60726569828591,16.0010233377867,7.58407004178629,34.8813209533691,70.6360619469027,92.0289855072464,49.7840661417914,Alto,0.779549190025736,322,1236.0,336.0,32
07,Chiapas,7005,AMATÁN,24512,17.0843696192845,52.222718285605,1.31449631449631,4.59459459459459,11.1138411138411,25.7411957411957,45.8274383544922,100.0,96.0621761658031,48.7593250790908,Alto,0.763503171142121,208,877.7142857142857,256.0,14
07,Chiapas,7006,AMATENANGO DE LA FRONTERA,31735,15.367493843531,58.5414552178853,1.30947873280323,1.17394597323908,3.23150719515274,7.24157516092389,33.8443222045898,100.0,94.5662435749502,52.2296012272431,Alto,0.817842865950352,706,915.6923076923077,256.0,13
07,Chiapas,7007,AMATENANGO DEL VALLE,11283,26.4947888096544,75.0137136588042,12.809367515302,1.54351104408764,27.5170761997694,19.3382418167302,49.042594909668,47.5316848355934,97.1866422689844,45.981946197677,Muy alto,0.720013283208214,80,640.0,256.0,2
07,Chiapas,7008,ÁNGEL ALBINO CORZO,31947,17.6113931190073,56.0370352963294,2.44411420621621,1.83703797388307,2.13741423467291,15.497455028295,40.828483581543,62.8290606316712,93.6595060092742,51.5472580763044,Alto,0.807158321841021,561,0.0,0.0,0
07,Chiapas,7009,ARRIAGA,41135,8.38601893405837,41.9677174861185,1.86733624241242,0.945857000073133,13.502840008776,3.1812973842666,27.2904167175293,38.3347514282241,86.8455835871502,54.5793351882981,Medio,0.854636429595784,1282,10668.8,1799.6799999999998,40
07,Chiapas,7010,BEJUCAL DE OCAMPO,7365,10.8091156178131,60.0376411543287,0.366797989403614,0.380383100122266,41.4345876918897,6.50726803423448,34.6743278503418,100.0,96.5085982282439,49.7756697893572,Alto,0.779417714832035,318,640.0,256.0,5
07,Chiapas,7011,BELLA VISTA,20157,10.1004046156152,57.4393167515733,1.33081736021452,1.56420697189393,17.5290495580495,11.5800973284338,29.2386016845703,100.0,95.8061116965226,51.5097790448289,Alto,0.806571452368638,556,1177.6,256.0,10
07,Chiapas,7012,BERRIOZÁBAL,64632,10.0040703722129,46.2349218500139,2.78178574199054,1.01931580172213,16.9979055154759,9.80994492281437,35.7752227783203,32.7918059165738,80.8188625139398,53.2988113851827,Medio,0.834585208976637,956,10842.35294117647,2228.705882352941,17
